,Rating,Description,no_contract,rating_description_str,tokenized,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
145,4,Osm 📷. Good phone in this price range,"['Osm', '📷.', 'Good', 'phone', 'in', 'this', 'price', 'range']",Osm 📷. Good phone in this price range,"['Osm', '📷', '.', 'Good', 'phone', 'in', 'this', 'price', 'range']","['osm', '📷', '.', 'good', 'phone', 'in', 'this', 'price', 'range']","['osm', '📷', 'good', 'phone', 'in', 'this', 'price', 'range']","['osm', '📷', 'good', 'phone', 'price', 'range']","[('osm', 'JJ'), ('📷', 'NNP'), ('good', 'JJ'), ('phone', 'NN'), ('price', 'NN'), ('range', 'NN')]","[('osm', 'a'), ('📷', 'n'), ('good', 'a'), ('phone', 'n'), ('price', 'n'), ('range', 'n')]","['osm', '📷', 'good', 'phone', 'price', 'range']"
146,4,Nice,['Nice'],Nice,['Nice'],['nice'],['nice'],['nice'],"[('nice', 'JJ')]","[('nice', 'a')]",['nice']
147,4,Nice products,"['Nice', 'products']",Nice products,"['Nice', 'products']","['nice', 'products']","['nice', 'products']","['nice', 'products']","[('nice', 'JJ'), ('products', 'NNS')]","[('nice', 'a'), ('products', 'n')]","['nice', 'product']"
148,5,Nice product plz purchase this phone so many features iz there,"['Nice', 'product', 'plz', 'purchase', 'this', 'phone', 'so', 'many', 'features', 'iz', 'there']",Nice product plz purchase this phone so many features iz there,"['Nice', 'product', 'plz', 'purchase', 'this', 'phone', 'so', 'many', 'features', 'iz', 'there']","['nice', 'product', 'plz', 'purchase', 'this', 'phone', 'so', 'many', 'features', 'iz', 'there']","['nice', 'product', 'plz', 'purchase', 'this', 'phone', 'so', 'many', 'features', 'iz', 'there']","['nice', 'product', 'plz', 'purchase', 'phone', 'many', 'features', 'iz']","[('nice', 'JJ'), ('product', 'NN'), ('plz', 'JJ'), ('purchase', 'NN'), ('phone', 'NN'), ('many', 'JJ'), ('features', 'NNS'), ('iz', 'VBP')]","[('nice', 'a'), ('product', 'n'), ('plz', 'a'), ('purchase', 'n'), ('phone', 'n'), ('many', 'a'), ('features', 'n'), ('iz', 'v')]","['nice', 'product', 'plz', 'purchase', 'phone', 'many', 'feature', 'iz']"
149,5,exlcellent phone,"['exlcellent', 'phone']",exlcellent phone,"['exlcellent', 'phone']","['exlcellent', 'phone']","['exlcellent', 'phone']","['exlcellent', 'phone']","[('exlcellent', 'NN'), ('phone', 'NN')]","[('exlcellent', 'n'), ('phone', 'n')]","['exlcellent', 'phone']"
150,1,Cheap quality,"['Cheap', 'quality']",Cheap quality,"['Cheap', 'quality']","['cheap', 'quality']","['cheap', 'quality']","['cheap', 'quality']","[('cheap', 'JJ'), ('quality', 'NN')]","[('cheap', 'a'), ('quality', 'n')]","['cheap', 'quality']"
151,5,Good mobile,"['Good', 'mobile']",Good mobile,"['Good', 'mobile']","['good', 'mobile']","['good', 'mobile']","['good', 'mobile']","[('good', 'JJ'), ('mobile', 'NN')]","[('good', 'a'), ('mobile', 'n')]","['good', 'mobile']"
152,5,Good,['Good'],Good,['Good'],['good'],['good'],['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
153,5,Awesome 👍 product,"['Awesome', '👍', 'product']",Awesome 👍 product,"['Awesome', '👍', 'product']","['awesome', '👍', 'product']","['awesome', '👍', 'product']","['awesome', '👍', 'product']","[('awesome', 'JJ'), ('👍', 'NNP'), ('product', 'NN')]","[('awesome', 'a'), ('👍', 'n'), ('product', 'n')]","['awesome', '👍', 'product']"
154,1,"Camara very bad ,,,","['Camara', 'very', 'bad', ',,,']","Camara very bad ,,,","['Camara', 'very', 'bad', ',', ',', ',']","['camara', 'very', 'bad', ',', ',', ',']","['camara', 'very', 'bad']","['camara', 'bad']","[('camara', 'NN'), ('bad', 'JJ')]","[('camara', 'n'), ('bad', 'a')]","['camara', 'bad']"
155,3,Good,['Good'],Good,['Good'],['good'],['good'],['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
156,3,Super excited,"['Super', 'excited']",Super excited,"['Super', 'excited']","['super', 'excited']","['super', 'excited']","['super', 'excited']","[('super', 'NN'), ('excited', 'VBD')]","[('super', 'n'), ('excited', 'v')]","['super', 'excite']"
157,1,Mobile is hang,"['Mobile', 'is', 'hang']",Mobile is hang,"['Mobile', 'is', 'hang']","['mobile', 'is', 'hang']","['mobile', 'is', 'hang']","['mobile', 'hang']","[('mobile', 'NN'), ('hang', 'NN')]","[('mobile', 'n'), ('hang', 'n')]","['mobile', 'hang']"
158,3,Good camera bt performance not satisfied,"['Good', 'camera', 'bt', 'performance', 'not', 'satisfied']",Good camera bt performance not satisfied,"['Good', 'camera', 'bt', 'performance', 'not', 'satisfied']","['good', 'camera', 'bt', 'performance', 'not', 'satisfied']","['good', 'camera', 'bt', 'performance', 'not', 'satisfied']","['good', 'camera', 'bt', 'performance', 'satisfied']","[('good', 'JJ'), ('camera', 'NN'), ('bt', 'NN'), ('performance', 'NN'), ('satisfied', 'VBD')]","[('good', 'a'), ('camera', 'n'), ('bt', 'n'), ('performance', 'n'), ('satisfied', 'v')]","['good', 'camera', 'bt', 'performance', 'satisfy']"
159,5,Is the best mobile.jo dekha eahi paya.😘💖,"['Is', 'the', 'best', 'mobile.jo', 'dekha', 'eahi', 'paya.😘💖']",Is the best mobile.jo dekha eahi paya.😘💖,"['Is', 'the', 'best', 'mobile.jo', 'dekha', 'eahi', 'paya.😘💖']","['is', 'the', 'best', 'mobile.jo', 'dekha', 'eahi', 'paya.😘💖']","['is', 'the', 'best', 'mobile.jo', 'dekha', 'eahi', 'paya.😘💖']","['best', 'mobile.jo', 'dekha', 'eahi', 'paya.😘💖']","[('best', 'JJS'), ('mobile.jo', 'NN'), ('dekha', 'NN'), ('eahi', 'NN'), ('paya.😘💖', 'NN')]","[('best', 'a'), ('mobile.jo', 'n'), ('dekha', 'n'), ('eahi', 'n'), ('paya.😘💖', 'n')]","['best', 'mobile.jo', 'dekha', 'eahi', 'paya.😘💖']"
160,4,Very nice phone value off money,"['Very', 'nice', 'phone', 'value', 'off', 'money']",Very nice phone value off money,"['Very', 'nice', 'phone', 'value', 'off', 'money']","['very', 'nice', 'phone', 'value', 'off', 'money']","['very', 'nice', 'phone', 'value', 'off', 'money']","['nice', 'phone', 'value', 'money']","[('nice', 'JJ'), ('phone', 'NN'), ('value', 'NN'), ('money', 'NN')]","[('nice', 'a'), ('phone', 'n'), ('value', 'n'), ('money', 'n')]","['nice', 'phone', 'value', 'money']"
161,5,Mind blowing product,"['Mind', 'blowing', 'product']",Mind blowing product,"['Mind', 'blowing', 'product']","['mind', 'blowing', 'product']","['mind', 'blowing', 'product']","['mind', 'blowing', 'product']","[('mind', 'NN'), ('blowing', 'VBG'), ('product', 'NN')]","[('mind', 'n'), ('blowing', 'v'), ('product', 'n')]","['mind', 'blow', 'product']"
162,5,Gud Mobile.... Excellent Performance...But I hate the service from Flipkart...This is my first negative review in Flipkart,"['Gud', 'Mobile....', 'Excellent', 'Performance...But', 'I', 'hate', 'the', 'service', 'from', 'Flipkart...This', 'is', 'my', 'first', 'negative', 'review', 'in', 'Flipkart']",Gud Mobile.... Excellent Performance...But I hate the service from Flipkart...This is my first negative review in Flipkart,"['Gud', 'Mobile', '...', '.', 'Excellent', 'Performance', '...', 'But', 'I', 'hate', 'the', 'service', 'from', 'Flipkart', '...', 'This', 'is', 'my', 'first', 'negative', 'review', 'in', 'Flipkart']","['gud', 'mobile', '...', '.', 'excellent', 'performance', '...', 'but', 'i', 'hate', 'the', 'service', 'from', 'flipkart', '...', 'this', 'is', 'my', 'first', 'negative', 'review', 'in', 'flipkart']","['gud', 'mobile', '...', 'excellent', 'performance', '...', 'but', 'i', 'hate', 'the', 'service', 'from', 'flipkart', '...', 'this', 'is', 'my', 'first', 'negative', 'review', 'in', 'flipkart']","['gud', 'mobile', '...', 'excellent', 'performance', '...', 'hate', 'service', 'flipkart', '...', 'first', 'negative', 'review', 'flipkart']","[('gud', 'NN'), ('mobile', 'NN'), ('...', ':'), ('excellent', 'JJ'), ('performance', 'NN'), ('...', ':'), ('hate', 'NN'), ('service', 'NN'), ('flipkart', 'NN'), ('...', ':'), ('first', 'RB'), ('negative', 'JJ'), ('review', 'NN'), ('flipkart', 'NN')]","[('gud', 'n'), ('mobile', 'n'), ('...', 'n'), ('excellent', 'a'), ('performance', 'n'), ('...', 'n'), ('hate', 'n'), ('service', 'n'), ('flipkart', 'n'), ('...', 'n'), ('first', 'r'), ('negative', 'a'), ('review', 'n'), ('flipkart', 'n')]","['gud', 'mobile', '...', 'excellent', 'performance', '...', 'hate', 'service', 'flipkart', '...', 'first', 'negative', 'review', 'flipkart']"
163,4,Nice mobile phone must buy,"['Nice', 'mobile', 'phone', 'must', 'buy']",Nice mobile phone must buy,"['Nice', 'mobile', 'phone', 'must', 'buy']","['nice', 'mobile', 'phone', 'must', 'buy']","['nice', 'mobile', 'phone', 'must', 'buy']","['nice', 'mobile', 'phone', 'must', 'buy']","[('nice', 'JJ'), ('mobile', 'JJ'), ('phone', 'NN'), ('must', 'MD'), ('buy', 'VB')]","[('nice', 'a'), ('mobile', 'a'), ('phone', 'n'), ('must', 'n'), ('buy', 'v')]","['nice', 'mobile', 'phone', 'must', 'buy']"
164,5,Excellent phone with  great capability in a wonderful price range. Overall it's a big phone,"['Excellent', 'phone', 'with', 'great', 'capability', 'in', 'a', 'wonderful', 'price', 'range.', 'Overall', 'it is', 'a', 'big', 'phone']",Excellent phone with great capability in a wonderful price range. Overall it is a big phone,"['Excellent', 'phone', 'with', 'great', 'capability', 'in', 'a', 'wonderful', 'price', 'range', '.', 'Overall', 'it', 'is', 'a', 'big', 'phone']","['excellent', 'phone', 'with', 'great', 'capability', 'in', 'a', 'wonderful', 'price', 'range', '.', 'overall', 'it', 'is', 'a', 'big', 'phone']","['excellent', 'phone', 'with', 'great', 'capability', 'in', 'a', 'wonderful', 'price', 'range', 'overall', 'it', 'is', 'a', 'big', 'phone']","['excellent', 'phone', 'great', 'capability', 'wonderful', 'price', 'range', 'overall', 'big', 'phone']","[('excellent', 'JJ'), ('phone', 'NN'), ('great', 'JJ'), ('capability', 'NN'), ('wonderful', 'JJ'), ('price', 'NN'), ('range', 'NN'), ('overall', 'JJ'), ('big', 'JJ'), ('phone', 'NN')]","[('excellent', 'a'), ('phone', 'n'), ('great', 'a'), ('capability', 'n'), ('wonderful', 'a'), ('price', 'n'), ('range', 'n'), ('overall', 'a'), ('big', 'a'), ('phone', 'n')]","['excellent', 'phone', 'great', 'capability', 'wonderful', 'price', 'range', 'overall', 'big', 'phone']"
165,5,Amazing Note 7  mobile,"['Amazing', 'Note', '7', 'mobile']",Amazing Note 7 mobile,"['Amazing', 'Note', '7', 'mobile']","['amazing', 'note', '7', 'mobile']","['amazing', 'note', '7', 'mobile']","['amazing', 'note', '7', 'mobile']","[('amazing', 'JJ'), ('note', 'NN'), ('7', 'CD'), ('mobile', 'NN')]","[('amazing', 'a'), ('note', 'n'), ('7', 'n'), ('mobile', 'n')]","['amazing', 'note', '7', 'mobile']"
166,5,Good,['Good'],Good,['Good'],['good'],['good'],['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
167,4,Little disappointed with the display specs. Rest is Ok for the price. Looks premium in hand.,"['Little', 'disappointed', 'with', 'the', 'display', 'specs.', 'Rest', 'is', 'Ok', 'for', 'the', 'price.', 'Looks', 'premium', 'in', 'hand.']",Little disappointed with the display specs. Rest is Ok for the price. Looks premium in hand.,"['Little', 'disappointed', 'with', 'the', 'display', 'specs', '.', 'Rest', 'is', 'Ok', 'for', 'the', 'price', '.', 'Looks', 'premium', 'in', 'hand', '.']","['little', 'disappointed', 'with', 'the', 'display', 'specs', '.', 'rest', 'is', 'ok', 'for', 'the', 'price', '.', 'looks', 'premium', 'in', 'hand', '.']","['little', 'disappointed', 'with', 'the', 'display', 'specs', 'rest', 'is', 'ok', 'for', 'the', 'price', 'looks', 'premium', 'in', 'hand']","['little', 'disappointed', 'display', 'specs', 'rest', 'ok', 'price', 'looks', 'premium', 'hand']","[('little', 'RB'), ('disappointed', 'JJ'), ('display', 'NN'), ('specs', 'NN'), ('rest', 'NN'), ('ok', 'JJ'), ('price', 'NN'), ('looks', 'NNS'), ('premium', 'JJ'), ('hand', 'NN')]","[('little', 'r'), ('disappointed', 'a'), ('display', 'n'), ('specs', 'n'), ('rest', 'n'), ('ok', 'a'), ('price', 'n'), ('looks', 'n'), ('premium', 'a'), ('hand', 'n')]","['little', 'disappointed', 'display', 'spec', 'rest', 'ok', 'price', 'look', 'premium', 'hand']"
168,4,Very good phone in this budget. Very nice,"['Very', 'good', 'phone', 'in', 'this', 'budget.', 'Very', 'nice']",Very good phone in this budget. Very nice,"['Very', 'good', 'phone', 'in', 'this', 'budget', '.', 'Very', 'nice']","['very', 'good', 'phone', 'in', 'this', 'budget', '.', 'very', 'nice']","['very', 'good', 'phone', 'in', 'this', 'budget', 'very', 'nice']","['good', 'phone', 'budget', 'nice']","[('good', 'JJ'), ('phone', 'NN'), ('budget', 'NN'), ('nice', 'NN')]","[('good', 'a'), ('phone', 'n'), ('budget', 'n'), ('nice', 'n')]","['good', 'phone', 'budget', 'nice']"
169,1,I got a defective product . And Flipkart is not replacing it. Don't waste your money buying this phone...,"['I', 'got', 'a', 'defective', 'product', '.', 'And', 'Flipkart', 'is', 'not', 'replacing', 'it.', 'do not', 'waste', 'your', 'money', 'buying', 'this', 'phone...']",I got a defective product . And Flipkart is not replacing it. do not waste your money buying this phone...,"['I', 'got', 'a', 'defective', 'product', '.', 'And', 'Flipkart', 'is', 'not', 'replacing', 'it', '.', 'do', 'not', 'waste', 'your', 'money', 'buying', 'this', 'phone', '...']","['i', 'got', 'a', 'defective', 'product', '.', 'and', 'flipkart', 'is', 'not', 'replacing', 'it', '.', 'do', 'not', 'waste', 'your', 'money', 'buying', 'this', 'phone', '...']","['i', 'got', 'a', 'defective', 'product', 'and', 'flipkart', 'is', 'not', 'replacing', 'it', 'do', 'not', 'waste', 'your', 'money', 'buying', 'this', 'phone', '...']","['got', 'defective', 'product', 'flipkart', 'replacing', 'waste', 'money', 'buying', 'phone', '...']","[('got', 'VBD'), ('defective', 'JJ'), ('product', 'NN'), ('flipkart', 'NN'), ('replacing', 'VBG'), ('waste', 'NN'), ('money', 'NN'), ('buying', 'VBG'), ('phone', 'NN'), ('...', ':')]","[('got', 'v'), ('defective', 'a'), ('product', 'n'), ('flipkart', 'n'), ('replacing', 'v'), ('waste', 'n'), ('money', 'n'), ('buying', 'v'), ('phone', 'n'), ('...', 'n')]","['get', 'defective', 'product', 'flipkart', 'replace', 'waste', 'money', 'buy', 'phone', '...']"
170,5,Price is so high,"['Price', 'is', 'so', 'high']",Price is so high,"['Price', 'is', 'so', 'high']","['price', 'is', 'so', 'high']","['price', 'is', 'so', 'high']","['price', 'high']","[('price', 'NN'), ('high', 'JJ')]","[('price', 'n'), ('high', 'a')]","['price', 'high']"
171,5,One of the best smart phone this prise range,"['One', 'of', 'the', 'best', 'smart', 'phone', 'this', 'prise', 'range']",One of the best smart phone this prise range,"['One', 'of', 'the', 'best', 'smart', 'phone', 'this', 'prise', 'range']","['one', 'of', 'the', 'best', 'smart', 'phone', 'this', 'prise', 'range']","['one', 'of', 'the', 'best', 'smart', 'phone', 'this', 'prise', 'range']","['one', 'best', 'smart', 'phone', 'prise', 'range']","[('one', 'CD'), ('best', 'JJS'), ('smart', 'NN'), ('phone', 'NN'), ('prise', 'NN'), ('range', 'NN')]","[('one', 'n'), ('best', 'a'), ('smart', 'n'), ('phone', 'n'), ('prise', 'n'), ('range', 'n')]","['one', 'best', 'smart', 'phone', 'prise', 'range']"
172,5,Very good prodact,"['Very', 'good', 'prodact']",Very good prodact,"['Very', 'good', 'prodact']","['very', 'good', 'prodact']","['very', 'good', 'prodact']","['good', 'prodact']","[('good', 'JJ'), ('prodact', 'NN')]","[('good', 'a'), ('prodact', 'n')]","['good', 'prodact']"
173,4,Good product,"['Good', 'product']",Good product,"['Good', 'product']","['good', 'product']","['good', 'product']","['good', 'product']","[('good', 'JJ'), ('product', 'NN')]","[('good', 'a'), ('product', 'n')]","['good', 'product']"
174,4,.Nice product,"['.Nice', 'product']",.Nice product,"['.Nice', 'product']","['.nice', 'product']","['.nice', 'product']","['.nice', 'product']","[('.nice', 'JJ'), ('product', 'NN')]","[('.nice', 'a'), ('product', 'n')]","['.nice', 'product']"
175,5,Everything fine but supplied screen guard is very poor and head set not provided.otherwise everything good and nice,"['Everything', 'fine', 'but', 'supplied', 'screen', 'guard', 'is', 'very', 'poor', 'and', 'head', 'set', 'not', 'provided.otherwise', 'everything', 'good', 'and', 'nice']",Everything fine but supplied screen guard is very poor and head set not provided.otherwise everything good and nice,"['Everything', 'fine', 'but', 'supplied', 'screen', 'guard', 'is', 'very', 'poor', 'and', 'head', 'set', 'not', 'provided.otherwise', 'everything', 'good', 'and', 'nice']","['everything', 'fine', 'but', 'supplied', 'screen', 'guard', 'is', 'very', 'poor', 'and', 'head', 'set', 'not', 'provided.otherwise', 'everything', 'good', 'and', 'nice']","['everything', 'fine', 'but', 'supplied', 'screen', 'guard', 'is', 'very', 'poor', 'and', 'head', 'set', 'not', 'provided.otherwise', 'everything', 'good', 'and', 'nice']","['everything', 'fine', 'supplied', 'screen', 'guard', 'poor', 'head', 'set', 'provided.otherwise', 'everything', 'good', 'nice']","[('everything', 'NN'), ('fine', 'NN'), ('supplied', 'VBD'), ('screen', 'JJ'), ('guard', 'NN'), ('poor', 'JJ'), ('head', 'NN'), ('set', 'VBN'), ('provided.otherwise', 'NN'), ('everything', 'NN'), ('good', 'JJ'), ('nice', 'NN')]","[('everything', 'n'), ('fine', 'n'), ('supplied', 'v'), ('screen', 'a'), ('guard', 'n'), ('poor', 'a'), ('head', 'n'), ('set', 'v'), ('provided.otherwise', 'n'), ('everything', 'n'), ('good', 'a'), ('nice', 'n')]","['everything', 'fine', 'supply', 'screen', 'guard', 'poor', 'head', 'set', 'provided.otherwise', 'everything', 'good', 'nice']"
176,5,Good quality mobile in this price,"['Good', 'quality', 'mobile', 'in', 'this', 'price']",Good quality mobile in this price,"['Good', 'quality', 'mobile', 'in', 'this', 'price']","['good', 'quality', 'mobile', 'in', 'this', 'price']","['good', 'quality', 'mobile', 'in', 'this', 'price']","['good', 'quality', 'mobile', 'price']","[('good', 'JJ'), ('quality', 'NN'), ('mobile', 'JJ'), ('price', 'NN')]","[('good', 'a'), ('quality', 'n'), ('mobile', 'a'), ('price', 'n')]","['good', 'quality', 'mobile', 'price']"
177,4,Good,['Good'],Good,['Good'],['good'],['good'],['good'],"[('good', 'JJ')]","[('good', 'a')]",['good']
178,5,Camera is super and with night mood and camera is very good,"['Camera', 'is', 'super', 'and', 'with', 'night', 'mood', 'and', 'camera', 'is', 'very', 'good']",Camera is super and with night mood and camera is very good,"['Camera', 'is', 'super', 'and', 'with', 'night', 'mood', 'and', 'camera', 'is', 'very', 'good']","['camera', 'is', 'super', 'and', 'with', 'night', 'mood', 'and', 'camera', 'is', 'very', 'good']","['camera', 'is', 'super', 'and', 'with', 'night', 'mood', 'and', 'camera', 'is', 'very', 'good']","['camera', 'super', 'night', 'mood', 'camera', 'good']","[('camera', 'NN'), ('super', 'NN'), ('night', 'NN'), ('mood', 'NN'), ('camera', 'NN'), ('good', 'NN')]","[('camera', 'n'), ('super', 'n'), ('night', 'n'), ('mood', 'n'), ('camera', 'n'), ('good', 'n')]","['camera', 'super', 'night', 'mood', 'camera', 'good']"
179,4,Nice product,"['Nice', 'product']",Nice product,"['Nice', 'product']","['nice', 'product']","['nice', 'product']","['nice', 'product']","[('nice', 'JJ'), ('product', 'NN')]","[('nice', 'a'), ('product', 'n')]","['nice', 'product']"
180,5,Like it good,"['Like', 'it', 'good']",Like it good,"['Like', 'it', 'good']","['like', 'it', 'good']","['like', 'it', 'good']","['like', 'good']","[('like', 'IN'), ('good', 'JJ')]","[('like', 'n'), ('good', 'a')]","['like', 'good']"
